ID,Data,Customer ID,Sexo,Idade,Categoria,Quantidade,Preco por Unidade,Total
860,2023-01-09,CUST860,Homem,63,Roupas,4,50,200
861,2023-02-17,CUST861,Mulher,41,Roupas,3,30,90
862,2023-05-31,CUST862,Homem,28,Eletronicos,4,300,1200
863,2023-04-24,CUST863,Mulher,30,Eletronicos,2,25,50
864,2023-07-27,CUST864,Mulher,51,Eletronicos,1,500,500
865,2023-12-21,CUST865,Mulher,42,Roupas,1,300,300
866,2023-05-05,CUST866,Homem,24,Eletronicos,1,50,50
867,2023-06-06,CUST867,Homem,21,Eletronicos,1,500,500
868,2023-12-06,CUST868,Mulher,25,Eletronicos,1,300,300
869,2023-10-25,CUST869,Homem,37,Beleza,3,500,1500
870,2023-07-08,CUST870,Mulher,46,Eletronicos,4,30,120
871,2023-08-31,CUST871,Homem,62,Beleza,2,30,60
872,2023-10-11,CUST872,Mulher,63,Beleza,3,25,75
873,2023-09-29,CUST873,Mulher,27,Eletronicos,4,25,100
874,2023-06-26,CUST874,Homem,60,Beleza,1,30,30
875,2023-08-06,CUST875,Mulher,51,Eletronicos,4,500,2000
876,2023-10-09,CUST876,Homem,43,Roupas,4,30,120
877,2023-06-19,CUST877,Mulher,58,Roupas,1,25,25
878,2023-06-30,CUST878,Mulher,20,Roupas,1,30,30
879,2023-12-26,CUST879,Homem,23,Roupas,1,30,30
880,2023-08-21,CUST880,Homem,22,Beleza,2,500,1000
881,2023-05-19,CUST881,Homem,22,Eletronicos,1,300,300
882,2023-06-06,CUST882,Mulher,64,Eletronicos,2,25,50
883,2023-05-09,CUST883,Homem,40,Eletronicos,1,500,500
884,2023-04-29,CUST884,Mulher,26,Roupas,2,30,60
885,2023-03-03,CUST885,Mulher,52,Roupas,4,30,120
886,2023-04-09,CUST886,Homem,37,Eletronicos,3,300,900
887,2023-06-11,CUST887,Homem,59,Roupas,4,25,100
888,2023-03-03,CUST888,Mulher,52,Eletronicos,4,25,100
889,2023-10-02,CUST889,Mulher,35,Eletronicos,1,50,50
890,2023-12-20,CUST890,Homem,34,Eletronicos,2,25,50
891,2023-04-05,CUST891,Homem,41,Eletronicos,3,300,900
892,2023-04-09,CUST892,Homem,20,Eletronicos,1,50,50
893,2023-04-21,CUST893,Homem,49,Eletronicos,1,50,50
894,2023-09-05,CUST894,Homem,52,Eletronicos,1,30,30
895,2023-05-22,CUST895,Mulher,55,Roupas,4,30,120
896,2023-10-29,CUST896,Mulher,30,Eletronicos,2,25,50
897,2023-09-26,CUST897,Mulher,64,Eletronicos,2,50,100
898,2023-11-02,CUST898,Mulher,42,Roupas,3,30,90
899,2023-05-25,CUST899,Homem,26,Roupas,2,300,600
900,2023-02-21,CUST900,Homem,21,Roupas,2,30,60
901,2023-04-10,CUST901,Homem,31,Eletronicos,1,30,30
902,2023-06-01,CUST902,Mulher,54,Beleza,1,50,50
903,2023-04-27,CUST903,Mulher,51,Beleza,4,50,200
904,2023-07-04,CUST904,Homem,28,Roupas,1,500,500
905,2023-04-02,CUST905,Homem,58,Beleza,1,300,300
906,2023-06-04,CUST906,Mulher,20,Roupas,1,50,50
907,2023-01-08,CUST907,Mulher,45,Eletronicos,1,25,25
908,2023-12-29,CUST908,Homem,46,Beleza,4,300,1200
909,2023-10-01,CUST909,Homem,26,Eletronicos,1,300,300
910,2023-03-06,CUST910,Mulher,20,Beleza,3,50,150
911,2023-05-21,CUST911,Homem,42,Eletronicos,3,300,900
912,2023-01-24,CUST912,Homem,51,Beleza,3,50,150
913,2023-01-28,CUST913,Homem,29,Eletronicos,3,30,90
914,2023-10-11,CUST914,Mulher,59,Eletronicos,1,500,500
915,2023-05-30,CUST915,Mulher,26,Beleza,3,30,90
916,2023-12-24,CUST916,Mulher,32,Eletronicos,1,50,50
917,2023-03-06,CUST917,Mulher,57,Eletronicos,4,50,200
918,2023-11-23,CUST918,Mulher,42,Eletronicos,3,30,90
919,2023-09-09,CUST919,Mulher,22,Beleza,2,25,50
920,2023-02-22,CUST920,Mulher,28,Beleza,3,25,75
921,2023-01-07,CUST921,Homem,51,Eletronicos,3,25,75
922,2023-10-21,CUST922,Homem,41,Eletronicos,1,50,50
923,2023-05-26,CUST923,Homem,32,Beleza,3,300,900
924,2023-08-29,CUST924,Homem,55,Beleza,2,50,100
925,2023-09-03,CUST925,Homem,25,Eletronicos,1,300,300
926,2023-08-14,CUST926,Homem,22,Eletronicos,1,30,30
927,2023-06-24,CUST927,Homem,43,Eletronicos,4,500,2000
928,2023-04-05,CUST928,Mulher,35,Roupas,4,300,1200
929,2023-01-27,CUST929,Mulher,23,Beleza,3,25,75
930,2023-05-10,CUST930,Homem,54,Roupas,4,50,200
931,2023-09-02,CUST931,Homem,30,Beleza,4,30,120
932,2023-02-28,CUST932,Mulher,45,Beleza,4,25,100
933,2023-02-03,CUST933,Homem,22,Beleza,1,30,30
934,2023-07-25,CUST934,Homem,30,Beleza,1,500,500
935,2023-09-09,CUST935,Mulher,34,Beleza,1,50,50
936,2023-02-07,CUST936,Homem,57,Beleza,4,50,200
937,2023-10-23,CUST937,Mulher,62,Beleza,1,500,500
938,2023-11-19,CUST938,Homem,49,Roupas,4,50,200
939,2023-12-18,CUST939,Mulher,46,Eletronicos,1,300,300
940,2023-01-28,CUST940,Mulher,20,Eletronicos,1,30,30
941,2023-03-19,CUST941,Mulher,57,Roupas,2,25,50
942,2023-03-18,CUST942,Homem,51,Roupas,3,500,1500
943,2023-10-16,CUST943,Mulher,57,Roupas,4,300,1200
944,2023-06-05,CUST944,Homem,44,Roupas,2,25,50
945,2023-02-13,CUST945,Homem,30,Beleza,1,25,25
946,2023-05-08,CUST946,Homem,62,Eletronicos,4,500,2000
947,2023-03-02,CUST947,Homem,50,Beleza,1,300,300
948,2023-10-13,CUST948,Mulher,23,Eletronicos,3,25,75
949,2023-08-02,CUST949,Mulher,41,Eletronicos,2,25,50
950,2023-11-07,CUST950,Homem,36,Roupas,3,300,900
951,2023-11-02,CUST951,Homem,33,Beleza,2,50,100
952,2023-11-13,CUST952,Mulher,57,Roupas,1,25,25
953,2023-04-26,CUST953,Homem,45,Beleza,3,30,90
954,2023-09-25,CUST954,Mulher,50,Eletronicos,3,300,900
955,2023-07-14,CUST955,Homem,58,Roupas,1,25,25
956,2023-08-19,CUST956,Homem,30,Roupas,3,500,1500
957,2023-08-15,CUST957,Mulher,60,Eletronicos,4,30,120
958,2023-06-02,CUST958,Homem,62,Eletronicos,2,25,50
959,2023-10-29,CUST959,Mulher,42,Eletronicos,2,30,60
960,2023-08-08,CUST960,Homem,59,Roupas,2,30,60
961,2023-06-06,CUST961,Homem,53,Beleza,4,50,200
962,2023-10-19,CUST962,Homem,44,Roupas,2,30,60
963,2023-11-14,CUST963,Mulher,55,Beleza,1,50,50
964,2023-01-31,CUST964,Homem,24,Roupas,3,300,900
965,2023-11-09,CUST965,Homem,22,Roupas,4,50,200
966,2023-02-20,CUST966,Homem,60,Eletronicos,2,500,1000
967,2023-04-17,CUST967,Homem,62,Beleza,1,25,25
968,2023-11-17,CUST968,Mulher,48,Roupas,3,300,900
969,2023-04-19,CUST969,Mulher,40,Roupas,3,300,900
970,2023-05-16,CUST970,Homem,59,Eletronicos,4,500,2000
971,2023-12-05,CUST971,Mulher,27,Eletronicos,4,50,200
972,2023-02-11,CUST972,Homem,49,Beleza,4,25,100
973,2023-03-22,CUST973,Homem,60,Roupas,1,50,50
974,2023-05-03,CUST974,Homem,47,Beleza,1,30,30
975,2023-03-30,CUST975,Mulher,56,Roupas,4,50,200
976,2023-10-10,CUST976,Mulher,48,Beleza,2,300,600
977,2023-02-08,CUST977,Mulher,35,Eletronicos,3,25,75
978,2023-03-22,CUST978,Mulher,53,Roupas,3,50,150
979,2023-01-02,CUST979,Mulher,19,Beleza,1,25,25
980,2023-07-29,CUST980,Mulher,31,Eletronicos,3,25,75
981,2023-08-19,CUST981,Mulher,30,Eletronicos,2,30,60
982,2023-12-19,CUST982,Mulher,46,Beleza,3,30,90
983,2023-11-01,CUST983,Mulher,29,Roupas,1,300,300
984,2023-08-29,CUST984,Homem,56,Roupas,1,500,500
985,2023-05-30,CUST985,Mulher,19,Eletronicos,2,25,50
986,2023-01-17,CUST986,Mulher,49,Roupas,2,500,1000
987,2023-04-29,CUST987,Mulher,30,Roupas,3,300,900
988,2023-05-28,CUST988,Mulher,63,Roupas,3,25,75
989,2023-12-28,CUST989,Mulher,44,Eletronicos,1,25,25
990,2023-05-25,CUST990,Mulher,58,Beleza,2,500,1000
991,2023-12-26,CUST991,Mulher,34,Roupas,2,50,100
992,2023-08-21,CUST992,Mulher,57,Eletronicos,2,30,60
993,2023-02-06,CUST993,Mulher,48,Eletronicos,3,50,150
994,2023-12-18,CUST994,Mulher,51,Beleza,2,500,1000
995,2023-04-30,CUST995,Mulher,41,Roupas,1,30,30
996,2023-05-16,CUST996,Homem,62,Roupas,1,50,50
997,2023-11-17,CUST997,Homem,52,Beleza,3,30,90
998,2023-10-29,CUST998,Mulher,23,Beleza,4,25,100
999,2023-12-05,CUST999,Mulher,36,Eletronicos,3,50,150
1000,2023-04-12,CUST1000,Homem,47,Eletronicos,4,30,120
